Image;Time(s);Temperature(oC);Change_in_Length(micrometer);Force(N)
Gio_52100mod3_300_2h_1_1-01315;6700.291504000001;299.9437255;-14.5868055;-0.005859
Gio_52100mod3_300_2h_1_1-01316;6707.0422364999995;299.9998015;-14.553146;-0.005859
Gio_52100mod3_300_2h_1_1-01317;6711.541748;299.9922335;-14.535642;-0.005859
Gio_52100mod3_300_2h_1_1-01318;6716.041992;300.00225850000004;-14.496597;-0.005859
Gio_52100mod3_300_2h_1_1-01319;6720.54126;300.0071715;-14.46563;-0.005859
Gio_52100mod3_300_2h_1_1-01320;6727.29126;299.9446415;-14.4346625;-0.005859
Gio_52100mod3_300_2h_1_1-01321;6731.791992;299.981262;-14.4023495;-0.005859
Gio_52100mod3_300_2h_1_1-01322;6736.2922364999995;300.06106550000004;-14.4023495;-0.005859
Gio_52100mod3_300_2h_1_1-01323;6743.0422364999995;299.98821999999996;-14.3336835;-0.005859
Gio_52100mod3_300_2h_1_1-01324;6747.542236;300.061966;-14.325605;-0.005859
Gio_52100mod3_300_2h_1_1-01325;6752.041504000001;299.988663;-14.279828;-0.005859
Gio_52100mod3_300_2h_1_1-01326;6756.541992;300.0349275;-14.252900499999999;-0.005859
Gio_52100mod3_300_2h_1_1-01327;6761.042236;299.9607085;-14.2327045;-0.005859
Gio_52100mod3_300_2h_1_1-01328;6767.7924805;300.143112;-14.212508;-0.005859
Gio_52100mod3_300_2h_1_1-01329;6772.291748;300.030914;-14.196352000000001;-0.005859
Gio_52100mod3_300_2h_1_1-01330;6776.791748;300.08676149999997;-14.162692;-0.005859
Gio_52100mod3_300_2h_1_1-01331;6782.416016;299.92807;-14.172116;-0.005859
Gio_52100mod3_300_2h_1_1-01332;6788.041992500001;299.983078;-14.1061435;-0.005859
Gio_52100mod3_300_2h_1_1-01333;6792.541992500001;300.00006099999996;-14.0819085;-0.005859
Gio_52100mod3_300_2h_1_1-01334;6797.041992;299.97995000000003;-14.052288;-0.005859
Gio_52100mod3_300_2h_1_1-01335;6803.791992;299.98553449999997;-14.028053;-0.005859
Gio_52100mod3_300_2h_1_1-01336;6808.291504000001;300.025345;-13.994393;-0.005859
Gio_52100mod3_300_2h_1_1-01337;6812.791992500001;299.9001465;-13.990354;-0.005859
Gio_52100mod3_300_2h_1_1-01338;6817.291748;299.975052;-13.994392999999999;-0.005859
Gio_52100mod3_300_2h_1_1-01339;6821.7922364999995;300.007004;-13.9203415;-0.005859
Gio_52100mod3_300_2h_1_1-01340;6827.416016;299.928986;-13.873218;-0.005859
Gio_52100mod3_300_2h_1_1-01341;6833.041748;300.020859;-13.8530215;-0.005859
Gio_52100mod3_300_2h_1_1-01342;6837.542236;299.878235;-13.8355185;-0.005859
Gio_52100mod3_300_2h_1_1-01343;6842.041748;300.108032;-13.807244;-0.005859
Gio_52100mod3_300_2h_1_1-01344;6848.791992;300.12388599999997;-13.7951265;-0.005859
Gio_52100mod3_300_2h_1_1-01345;6853.2922364999995;300.05729699999995;-13.7520425;-0.005859
Gio_52100mod3_300_2h_1_1-01346;6857.791504000001;299.963867;-13.754735499999999;-0.005859
Gio_52100mod3_300_2h_1_1-01347;6862.291992;300.083679;-13.7251145;-0.005859
Gio_52100mod3_300_2h_1_1-01348;6866.79126;300.036728;-13.69684;-0.005859
Gio_52100mod3_300_2h_1_1-01349;6873.541992500001;300.0342715;-13.6604875;-0.005859
Gio_52100mod3_300_2h_1_1-01350;6878.041748;300.0467985;-13.6470235;-0.005859
Gio_52100mod3_300_2h_1_1-01351;6882.5422364999995;300.00433350000003;-13.6120175;-0.005859
Gio_52100mod3_300_2h_1_1-01352;6888.166504;300.003662;-13.58509;-0.005859
Gio_52100mod3_300_2h_1_1-01353;6893.7927245;299.9634095;-13.5487375;-0.005859
Gio_52100mod3_300_2h_1_1-01354;6898.29126;300.057541;-13.55143;-0.005859
Gio_52100mod3_300_2h_1_1-01355;6902.792236;300.030701;-13.5285415;-0.005859
Gio_52100mod3_300_2h_1_1-01356;6909.541992;300.055069;-13.481418;-0.005859
Gio_52100mod3_300_2h_1_1-01357;6914.04126;300.0744935;-13.441026;-0.005859
Gio_52100mod3_300_2h_1_1-01358;6918.5427245;299.9882355;-13.463914500000001;-0.005859
Gio_52100mod3_300_2h_1_1-01359;6924.166992;299.924957;-13.43968;-0.005859
Gio_52100mod3_300_2h_1_1-01360;6929.79126;299.9922485;-13.391209499999999;-0.005859
Gio_52100mod3_300_2h_1_1-01361;6934.2924805;299.884506;-13.3696675;-0.005859
Gio_52100mod3_300_2h_1_1-01362;6938.791748;299.95538350000004;-13.360243;-0.005859
Gio_52100mod3_300_2h_1_1-01363;6945.541748;300.093292;-13.3400465;-0.005859
Gio_52100mod3_300_2h_1_1-01364;6950.0422364999995;300.041458;-13.2875375;-0.005859
Gio_52100mod3_300_2h_1_1-01365;6954.5424805;300.0161895;-13.251184;-0.005859
Gio_52100mod3_300_2h_1_1-01366;6960.166992;299.978638;-13.235028;-0.005859
Gio_52100mod3_300_2h_1_1-01367;6965.791748;299.99115;-13.220218;-0.005859
Gio_52100mod3_300_2h_1_1-01368;6970.291992500001;300.0414425;-13.174441;-0.005859
Gio_52100mod3_300_2h_1_1-01369;6974.791992;299.94487000000004;-13.202715;-0.005859
Gio_52100mod3_300_2h_1_1-01370;6981.5424805;299.97370950000004;-13.155591;-0.005859
Gio_52100mod3_300_2h_1_1-01371;6986.041992500001;299.974167;-13.1528985;-0.005859
Gio_52100mod3_300_2h_1_1-01372;6990.54126;300.0533145;-13.099043;-0.005859
Gio_52100mod3_300_2h_1_1-01373;6996.166504;300.039459;-13.11116;-0.005859
Gio_52100mod3_300_2h_1_1-01374;7001.7927245;299.923233;-13.0640365;-0.005859
Gio_52100mod3_300_2h_1_1-01375;7006.291748;299.9536135;-13.045186999999999;-0.005859
Gio_52100mod3_300_2h_1_1-01376;7010.7922364999995;300.04638650000004;-13.023645;-0.005859
Gio_52100mod3_300_2h_1_1-01377;7015.291748;300.02558899999997;-13.020952000000001;-0.005859
Gio_52100mod3_300_2h_1_1-01378;7020.91748;299.960754;-12.973828;-0.005859
Gio_52100mod3_300_2h_1_1-01379;7026.541748;300.10131850000005;-12.952286;-0.005859
Gio_52100mod3_300_2h_1_1-01380;7031.041992;299.99093600000003;-12.9361295;-0.005859
Gio_52100mod3_300_2h_1_1-01381;7035.542236;300.01196300000004;-12.932089999999999;-0.005859
Gio_52100mod3_300_2h_1_1-01382;7042.291992;300.0543975;-12.915933500000001;-0.005859
Gio_52100mod3_300_2h_1_1-01383;7046.79126;299.99498;-12.894390999999999;-0.005859
Gio_52100mod3_300_2h_1_1-01384;7051.2927245;300.01886;-12.8903515;-0.005859
Gio_52100mod3_300_2h_1_1-01385;7056.916992;300.059143;-12.847267;-0.005859
Gio_52100mod3_300_2h_1_1-01386;7062.54126;299.9999085;-12.843228499999999;-0.005859
Gio_52100mod3_300_2h_1_1-01387;7067.0424805;300.0915375;-12.825726;-0.005859
Gio_52100mod3_300_2h_1_1-01388;7071.542236;299.980423;-12.8001435;-0.005859
Gio_52100mod3_300_2h_1_1-01389;7078.291992;299.9420015;-12.751673499999999;-0.005859
Gio_52100mod3_300_2h_1_1-01390;7082.7922364999995;299.9963225;-12.770523;-0.005859
Gio_52100mod3_300_2h_1_1-01391;7087.291748;300.0857085;-12.722053;-0.005859
Gio_52100mod3_300_2h_1_1-01392;7092.91748;300.00238;-12.726092;-0.005859
Gio_52100mod3_300_2h_1_1-01393;7098.541504;300.01934800000004;-12.6789685;-0.005859
Gio_52100mod3_300_2h_1_1-01394;7103.041016;300.09646599999996;-12.6520405;-0.005859
Gio_52100mod3_300_2h_1_1-01395;7107.541504;300.04461649999996;-12.635884;-0.005859
Gio_52100mod3_300_2h_1_1-01396;7114.291748;300.112549;-12.6224205;-0.005859
Gio_52100mod3_300_2h_1_1-01397;7118.792236;299.9862675;-12.604917499999999;-0.005859
Gio_52100mod3_300_2h_1_1-01398;7123.291504000001;300.07119750000004;-12.575296999999999;-0.005859
Gio_52100mod3_300_2h_1_1-01399;7128.916504;299.821716;-12.534904;-0.005859
Gio_52100mod3_300_2h_1_1-01400;7134.541748;300.0935825;-12.528172999999999;-0.005859
Gio_52100mod3_300_2h_1_1-01401;7139.042236;300.114548;-12.489127;-0.005859
Gio_52100mod3_300_2h_1_1-01402;7143.54126;299.928833;-12.501245;-0.005859
Gio_52100mod3_300_2h_1_1-01403;7150.29126;299.9109345;-12.4285395;-0.005859
Gio_52100mod3_300_2h_1_1-01404;7154.791748;300.109909;-12.440657;-0.005859
Gio_52100mod3_300_2h_1_1-01405;7159.291992;299.9931945;-12.433925;-0.005859
Gio_52100mod3_300_2h_1_1-01406;7163.791504000001;299.95140100000003;-12.377377;-0.005859
Gio_52100mod3_300_2h_1_1-01407;7168.2924805;299.9523165;-12.38007;-0.005859
Gio_52100mod3_300_2h_1_1-01408;7175.041504000001;299.958313;-12.385455499999999;-0.005859
Gio_52100mod3_300_2h_1_1-01409;7179.541748;300.1228485;-12.3544885;-0.005859
Gio_52100mod3_300_2h_1_1-01410;7184.041992;299.922821;-12.311404;-0.005859
Gio_52100mod3_300_2h_1_1-01411;7190.791992;300.194168;-12.306018000000002;-0.005859
Gio_52100mod3_300_2h_1_1-01412;7195.2924805;299.9301915;-12.2750515;-0.005859
Gio_52100mod3_300_2h_1_1-01413;7199.791748;300.07392849999997;-12.253509000000001;-0.005859
Gio_52100mod3_300_2h_1_1-01414;7204.29126;300.0793;-12.2319665;-0.005859
Gio_52100mod3_300_2h_1_1-01415;7211.041992500001;300.054016;-12.231967000000001;-0.005859
Gio_52100mod3_300_2h_1_1-01416;7215.542236;300.09135449999997;-12.2090785;-0.005859
Gio_52100mod3_300_2h_1_1-01417;7220.04126;299.9009095;-12.155221999999998;-0.005859
Gio_52100mod3_300_2h_1_1-01418;7224.5427245;300.012451;-12.153876;-0.005859
Gio_52100mod3_300_2h_1_1-01419;7229.041992;300.0714725;-12.1444515;-0.005859
Gio_52100mod3_300_2h_1_1-01420;7235.791504000001;300.00598149999996;-12.097327499999999;-0.005859
Gio_52100mod3_300_2h_1_1-01421;7240.2922364999995;300.131149;-12.1000205;-0.005859
Gio_52100mod3_300_2h_1_1-01422;7244.7924805;300.0419615;-12.05559;-0.005859
Gio_52100mod3_300_2h_1_1-01423;7251.541504000001;299.9889985;-12.067706999999999;-0.005859
Gio_52100mod3_300_2h_1_1-01424;7256.041992;299.94316100000003;-12.0488575;-0.005859
Gio_52100mod3_300_2h_1_1-01425;7260.541504000001;299.94116199999996;-12.0380865;-0.005859
Gio_52100mod3_300_2h_1_1-01426;7266.166016;300.096741;-12.015198;-0.005859
Gio_52100mod3_300_2h_1_1-01427;7271.792236;299.924179;-11.986923;-0.005859
Gio_52100mod3_300_2h_1_1-01428;7276.291748;299.8988955;-12.0003875;-0.005859
Gio_52100mod3_300_2h_1_1-01429;7280.792236;300.062317;-11.9640345;-0.005859
Gio_52100mod3_300_2h_1_1-01430;7287.54126;300.0817565;-11.910179;-0.005859
Gio_52100mod3_300_2h_1_1-01431;7292.042236;300.158447;-11.8832515;-0.005859
Gio_52100mod3_300_2h_1_1-01432;7296.541504000001;300.00242649999996;-11.8805585;-0.005859
Gio_52100mod3_300_2h_1_1-01433;7302.167969;299.911194;-11.904794;-0.005859
Gio_52100mod3_300_2h_1_1-01434;7307.792236;300.0797425;-11.875172500000001;-0.005859
Gio_52100mod3_300_2h_1_1-01435;7312.29126;300.12246700000003;-11.840166499999999;-0.005859
Gio_52100mod3_300_2h_1_1-01436;7316.791748;299.97000149999997;-11.849591499999999;-0.005859
Gio_52100mod3_300_2h_1_1-01437;7323.541748;299.8931425;-11.82401;-0.005859
Gio_52100mod3_300_2h_1_1-01438;7328.041992;300.00376900000003;-11.811892499999999;-0.005859
Gio_52100mod3_300_2h_1_1-01439;7332.5422364999995;299.97001650000004;-11.8051605;-0.005859
Gio_52100mod3_300_2h_1_1-01440;7337.0427245;300.081558;-11.755344000000001;-0.005859
Gio_52100mod3_300_2h_1_1-01441;7343.7924805;299.92042549999996;-11.7499585;-0.005859
Gio_52100mod3_300_2h_1_1-01442;7348.291992;300.01318349999997;-11.7257235;-0.005859
Gio_52100mod3_300_2h_1_1-01443;7352.79126;299.912567;-11.727070000000001;-0.005859
Gio_52100mod3_300_2h_1_1-01444;7359.5422364999995;299.9693605;-11.681292500000001;-0.005859
Gio_52100mod3_300_2h_1_1-01445;7364.041748;300.00068650000003;-11.669175500000001;-0.005859
Gio_52100mod3_300_2h_1_1-01446;7368.542236;299.935394;-11.646286;-0.005859
Gio_52100mod3_300_2h_1_1-01447;7374.166992;299.99884;-11.632822;-0.005859
Gio_52100mod3_300_2h_1_1-01448;7379.791748;300.010727;-11.631476;-0.005859
Gio_52100mod3_300_2h_1_1-01449;7384.292236;300.0136565;-11.6072405;-0.005859
Gio_52100mod3_300_2h_1_1-01450;7388.791992;299.9852295;-11.59647;-0.005859
Gio_52100mod3_300_2h_1_1-01451;7395.541504000001;300.0605775;-11.572235;-0.005859
Gio_52100mod3_300_2h_1_1-01452;7400.0422364999995;300.0516355;-11.5628095;-0.005859
Gio_52100mod3_300_2h_1_1-01453;7404.541504000001;300.02413950000005;-11.572235;-0.005859
Gio_52100mod3_300_2h_1_1-01454;7410.16748;300.052521;-11.538575;-0.005859
Gio_52100mod3_300_2h_1_1-01455;7415.791992;300.1562345;-11.5224185;-0.005859
Gio_52100mod3_300_2h_1_1-01456;7420.291504000001;300.056549;-11.476641;-0.005859
Gio_52100mod3_300_2h_1_1-01457;7424.791748;300.1542205;-11.469909000000001;-0.005859
Gio_52100mod3_300_2h_1_1-01458;7430.41748;300.069489;-11.449713;-0.005859
Gio_52100mod3_300_2h_1_1-01459;7434.916016;300.101288;-11.409322;-0.005859
Gio_52100mod3_300_2h_1_1-01460;7440.541992;299.921326;-11.424132;-0.005859
Gio_52100mod3_300_2h_1_1-01461;7445.042236;300.0659485;-11.4133605;-0.005859
Gio_52100mod3_300_2h_1_1-01462;7449.54126;300.0449375;-11.43221;-0.005859
Gio_52100mod3_300_2h_1_1-01463;7456.291992500001;300.061462;-11.397203999999999;-0.005859
Gio_52100mod3_300_2h_1_1-01464;7460.791992;299.977661;-11.3877795;-0.005859
Gio_52100mod3_300_2h_1_1-01465;7465.29126;299.99262999999996;-11.372969;-0.005859
Gio_52100mod3_300_2h_1_1-01466;7469.791992;300.0134585;-11.372968499999999;-0.005859
Gio_52100mod3_300_2h_1_1-01467;7476.541748;299.9656215;-11.3258455;-0.005859
Gio_52100mod3_300_2h_1_1-01468;7481.041992;300.0494385;-11.282761;-0.005859
Gio_52100mod3_300_2h_1_1-01469;7485.54126;300.04695100000004;-11.274682;-0.005859
Gio_52100mod3_300_2h_1_1-01470;7492.291504000001;299.9510955;-11.267949999999999;-0.005859
Gio_52100mod3_300_2h_1_1-01471;7496.791748;300.0384675;-11.2450615;-0.005859
Gio_52100mod3_300_2h_1_1-01472;7501.291992;300.030441;-11.238329499999999;-0.005859
Gio_52100mod3_300_2h_1_1-01473;7506.916016;299.985535;-11.226213;-0.005859
Gio_52100mod3_300_2h_1_1-01474;7512.541992;300.0020445;-11.1925525;-0.005859
Gio_52100mod3_300_2h_1_1-01475;7517.0424805;300.064865;-11.1817815;-0.005859
Gio_52100mod3_300_2h_1_1-01476;7521.541992;299.9895325;-11.18582;-0.005859
Gio_52100mod3_300_2h_1_1-01477;7528.292236;300.1390685;-11.1777425;-0.005859
Gio_52100mod3_300_2h_1_1-01478;7532.791504000001;299.9924465;-11.1521605;-0.005859
Gio_52100mod3_300_2h_1_1-01479;7537.291748;299.9345705;-11.157546499999999;-0.005859
Gio_52100mod3_300_2h_1_1-01480;7541.791748;299.983963;-11.142736;-0.005859
Gio_52100mod3_300_2h_1_1-01481;7548.542236;300.01991250000003;-11.1171545;-0.005859
Gio_52100mod3_300_2h_1_1-01482;7553.041504000001;300.06733699999995;-11.082148499999999;-0.005859
Gio_52100mod3_300_2h_1_1-01483;7557.5427245;300.05480950000003;-11.082148499999999;-0.005859
Gio_52100mod3_300_2h_1_1-01484;7563.166992;299.928741;-11.070031;-0.005859
Gio_52100mod3_300_2h_1_1-01485;7568.791748;299.910187;-11.052527999999999;-0.005859
Gio_52100mod3_300_2h_1_1-01486;7573.291992;299.9745635;-11.048488500000001;-0.005859
Gio_52100mod3_300_2h_1_1-01487;7577.792236;299.981964;-11.041757;-0.005859
Gio_52100mod3_300_2h_1_1-01488;7584.542236;299.969009;-10.9932865;-0.005859
Gio_52100mod3_300_2h_1_1-01489;7589.04126;300.09817499999997;-10.99194;-0.005859
Gio_52100mod3_300_2h_1_1-01490;7593.541748;300.0233;-10.970398;-0.005859
Gio_52100mod3_300_2h_1_1-01491;7599.16748;299.955566;-10.962319;-0.005859
Gio_52100mod3_300_2h_1_1-01492;7604.791992;300.054825;-10.9178885;-0.005859
Gio_52100mod3_300_2h_1_1-01493;7609.291748;300.06777950000003;-10.921928000000001;-0.005859
Gio_52100mod3_300_2h_1_1-01494;7613.792236;299.97436500000003;-10.912503000000001;-0.005859
Gio_52100mod3_300_2h_1_1-01495;7620.541992;300.0577545;-10.899039;-0.005859
Gio_52100mod3_300_2h_1_1-01496;7625.041504000001;299.878708;-10.8559545;-0.005859
Gio_52100mod3_300_2h_1_1-01497;7629.541992;299.92160049999995;-10.874804000000001;-0.005859
Gio_52100mod3_300_2h_1_1-01498;7635.167969;299.783936;-10.868073;-0.005859
Gio_52100mod3_300_2h_1_1-01499;7640.791504000001;299.86170949999996;-10.8276805;-0.005859
Gio_52100mod3_300_2h_1_1-01500;7645.291992;300.047226;-10.799406000000001;-0.005859
Gio_52100mod3_300_2h_1_1-01501;7649.7922364999995;300.0058745;-10.7967135;-0.005859
Gio_52100mod3_300_2h_1_1-01502;7656.541504000001;300.052185;-10.777864000000001;-0.005859
Gio_52100mod3_300_2h_1_1-01503;7661.041748;300.0391845;-10.773824999999999;-0.005859
Gio_52100mod3_300_2h_1_1-01504;7665.541748;299.998764;-10.7724785;-0.005859
Gio_52100mod3_300_2h_1_1-01505;7671.166016;300.074097;-10.773825;-0.005859
Gio_52100mod3_300_2h_1_1-01506;7676.791748;299.972351;-10.756322;-0.005859
Gio_52100mod3_300_2h_1_1-01507;7681.292236;299.974823;-10.757667999999999;-0.005859
Gio_52100mod3_300_2h_1_1-01508;7685.791504000001;300.0528105;-10.7213155;-0.005859
Gio_52100mod3_300_2h_1_1-01509;7692.54126;299.960327;-10.7132375;-0.005859
Gio_52100mod3_300_2h_1_1-01510;7697.0427245;299.889908;-10.675538;-0.005859
Gio_52100mod3_300_2h_1_1-01511;7701.54126;299.991806;-10.684962500000001;-0.005859
Gio_52100mod3_300_2h_1_1-01512;7707.166016;299.948456;-10.660728;-0.005859
Gio_52100mod3_300_2h_1_1-01513;7712.791748;299.9529265;-10.637839;-0.005859
Gio_52100mod3_300_2h_1_1-01514;7717.291992;299.9847105;-10.627068000000001;-0.005859
Gio_52100mod3_300_2h_1_1-01515;7721.79126;300.03225699999996;-10.6230295;-0.005859
Gio_52100mod3_300_2h_1_1-01516;7728.541748;299.9967345;-10.586677;-0.005859
Gio_52100mod3_300_2h_1_1-01517;7733.042236;299.9951935;-10.586676;-0.005859
Gio_52100mod3_300_2h_1_1-01518;7737.541748;299.9797515;-10.593408;-0.005859
Gio_52100mod3_300_2h_1_1-01519;7744.29126;300.025146;-10.571866;-0.005859
Gio_52100mod3_300_2h_1_1-01520;7748.792236;299.9882505;-10.543592;-0.005859
Gio_52100mod3_300_2h_1_1-01521;7753.2922364999995;299.892853;-10.528781500000001;-0.005859
Gio_52100mod3_300_2h_1_1-01522;7757.791504000001;300.01355;-10.5207035;-0.005859
Gio_52100mod3_300_2h_1_1-01523;7764.541748;299.9567565;-10.507238999999998;-0.005859
Gio_52100mod3_300_2h_1_1-01524;7769.041992;299.957855;-10.492428499999999;-0.005859
Gio_52100mod3_300_2h_1_1-01525;7773.54126;300.0117035;-10.5018535;-0.005859
Gio_52100mod3_300_2h_1_1-01526;7780.291748;300.00907900000004;-10.487043499999999;-0.005859
Gio_52100mod3_300_2h_1_1-01527;7784.7924805;300.0160065;-10.430495;-0.005859
Gio_52100mod3_300_2h_1_1-01528;7789.291504000001;299.9746395;-10.453383500000001;-0.005859
Gio_52100mod3_300_2h_1_1-01529;7794.916016;300.062927;-10.464154;-0.005859
Gio_52100mod3_300_2h_1_1-01530;7800.542236;299.91876249999996;-10.4399195;-0.005859
Gio_52100mod3_300_2h_1_1-01531;7805.041504000001;299.9826965;-10.4453055;-0.005859
Gio_52100mod3_300_2h_1_1-01532;7809.541748;299.92417950000004;-10.4183775;-0.005859
Gio_52100mod3_300_2h_1_1-01533;7816.291504000001;299.987625;-10.399528;-0.005859
Gio_52100mod3_300_2h_1_1-01534;7820.791748;299.90870700000005;-10.395488499999999;-0.005859
Gio_52100mod3_300_2h_1_1-01535;7825.291992;299.966156;-10.3847175;-0.005859
Gio_52100mod3_300_2h_1_1-01536;7830.916504;300.11972;-10.367214;-0.005859
Gio_52100mod3_300_2h_1_1-01537;7836.5422364999995;300.08621200000005;-10.3416325;-0.005859
Gio_52100mod3_300_2h_1_1-01538;7841.0422364999995;299.9681705;-10.3268225;-0.005859
Gio_52100mod3_300_2h_1_1-01539;7845.541748;299.997025;-10.352404;-0.005859
Gio_52100mod3_300_2h_1_1-01540;7852.2927245;299.986511;-10.303934;-0.005859
Gio_52100mod3_300_2h_1_1-01541;7856.791504000001;299.9605865;-10.3214375;-0.005859
Gio_52100mod3_300_2h_1_1-01542;7861.291992;299.915207;-10.307973;-0.005859
Gio_52100mod3_300_2h_1_1-01543;7866.917969;299.957031;-10.294509;-0.005859
Gio_52100mod3_300_2h_1_1-01544;7872.5424805;300.02652;-10.2595035;-0.005859
Gio_52100mod3_300_2h_1_1-01545;7877.041992;299.959045;-10.258157;-0.005859
Gio_52100mod3_300_2h_1_1-01546;7881.541504000001;300.067688;-10.2393075;-0.005859
Gio_52100mod3_300_2h_1_1-01547;7888.291504000001;299.942062;-10.2352685;-0.005859
Gio_52100mod3_300_2h_1_1-01548;7892.79126;300.08311449999997;-10.2191115;-0.005859
Gio_52100mod3_300_2h_1_1-01549;7897.291748;299.892822;-10.215072;-0.005859
Gio_52100mod3_300_2h_1_1-01550;7902.916992;300.064758;-10.194877;-0.005859
Gio_52100mod3_300_2h_1_1-01551;7908.541992;299.9476315;-10.184105500000001;-0.005859
Gio_52100mod3_300_2h_1_1-01552;7913.04126;300.046692;-10.158524;-0.005859
Gio_52100mod3_300_2h_1_1-01553;7917.541504000001;299.9380645;-10.2029545;-0.005859
Gio_52100mod3_300_2h_1_1-01554;7924.291748;299.93156450000004;-10.1571775;-0.005859
Gio_52100mod3_300_2h_1_1-01555;7928.792236;299.993927;-10.135635;-0.005859
Gio_52100mod3_300_2h_1_1-01556;7933.29126;299.992813;-10.1194785;-0.005859
Gio_52100mod3_300_2h_1_1-01557;7938.916016;300.012909;-10.122171;-0.005859
Gio_52100mod3_300_2h_1_1-01558;7944.541504000001;300.0346525;-10.108707500000001;-0.005859
Gio_52100mod3_300_2h_1_1-01559;7949.041748;300.0241395;-10.107361000000001;-0.005859
Gio_52100mod3_300_2h_1_1-01560;7953.5422364999995;299.878601;-10.099282500000001;-0.005859
Gio_52100mod3_300_2h_1_1-01561;7960.2922364999995;300.0431365;-10.0508125;-0.005859
Gio_52100mod3_300_2h_1_1-01562;7964.7924805;299.994202;-10.057544499999999;-0.005859
Gio_52100mod3_300_2h_1_1-01563;7969.291992;299.9514775;-10.0615835;-0.005859
Gio_52100mod3_300_2h_1_1-01564;7974.916992;300.080505;-10.027924;-0.005859
Gio_52100mod3_300_2h_1_1-01565;7979.41748;299.921783;-10.022538;-0.005859
Gio_52100mod3_300_2h_1_1-01566;7985.041504000001;300.05319199999997;-10.0050355;-0.005859
Gio_52100mod3_300_2h_1_1-01567;7989.541992;300.04715;-10.0063815;-0.005859
Gio_52100mod3_300_2h_1_1-01568;7994.04126;300.074005;-9.96599;-0.005859
Gio_52100mod3_300_2h_1_1-01569;7999.666016;299.992828;-9.979454;-0.005859
Gio_52100mod3_300_2h_1_1-01570;8005.291748;299.93695049999997;-9.970029;-0.005859
Gio_52100mod3_300_2h_1_1-01571;8009.791748;300.009186;-9.9511795;-0.005859
Gio_52100mod3_300_2h_1_1-01572;8014.29126;299.9289245;-9.940408;-0.005859
Gio_52100mod3_300_2h_1_1-01573;8019.917969;299.969666;-9.930984;-0.005859
Gio_52100mod3_300_2h_1_1-01574;8024.41748;300.015656;-9.914827;-0.005859
Gio_52100mod3_300_2h_1_1-01575;8030.041748;300.0151975;-9.918866000000001;-0.005859
Gio_52100mod3_300_2h_1_1-01576;8034.54126;300.029099;-9.897324000000001;-0.005859
Gio_52100mod3_300_2h_1_1-01577;8039.041748;299.892029;-9.893284999999999;-0.005859
Gio_52100mod3_300_2h_1_1-01578;8045.791992500001;300.0599515;-9.8784745;-0.005859
Gio_52100mod3_300_2h_1_1-01579;8050.2924805;299.951294;-9.893284999999999;-0.005859
Gio_52100mod3_300_2h_1_1-01580;8054.791748;299.95129399999996;-9.893284999999999;-0.005859
Gio_52100mod3_300_2h_1_1-01581;8060.416504;300.028656;-9.852893;-0.005859
Gio_52100mod3_300_2h_1_1-01582;8066.04126;300.0775605;-9.811155;-0.005859
Gio_52100mod3_300_2h_1_1-01583;8070.541748;299.95329300000003;-9.839429;-0.005859
Gio_52100mod3_300_2h_1_1-01584;8075.041992;299.988205;-9.807116;-0.005859
Gio_52100mod3_300_2h_1_1-01585;8081.792236;299.9302975;-9.809808499999999;-0.005859
Gio_52100mod3_300_2h_1_1-01586;8086.291504000001;300.084335;-9.8138475;-0.005859
Gio_52100mod3_300_2h_1_1-01587;8090.791748;299.8943175;-9.80173;-0.005859
Gio_52100mod3_300_2h_1_1-01588;8096.41748;300.080505;-9.772109;-0.005859
Gio_52100mod3_300_2h_1_1-01589;8102.041992;299.973221;-9.754605999999999;-0.005859
Gio_52100mod3_300_2h_1_1-01590;8106.541504000001;300.063797;-9.7438355;-0.005859
Gio_52100mod3_300_2h_1_1-01591;8111.041992500001;300.09822099999997;-9.7357565;-0.005859
Gio_52100mod3_300_2h_1_1-01592;8117.791992;299.9551395;-9.7424885;-0.005859
Gio_52100mod3_300_2h_1_1-01593;8122.2924805;300.03245549999997;-9.722293;-0.005859
Gio_52100mod3_300_2h_1_1-01594;8126.791504;299.9631805;-9.7532595;-0.005859
Gio_52100mod3_300_2h_1_1-01595;8131.291748;299.9924775;-9.702097;-0.005859
Gio_52100mod3_300_2h_1_1-01596;8135.792236;300.0942075;-9.708829000000001;-0.005859
Gio_52100mod3_300_2h_1_1-01597;8142.5424805;300.08122249999997;-9.675169499999999;-0.005859
Gio_52100mod3_300_2h_1_1-01598;8147.041748;300.0794065;-9.673822999999999;-0.005859
Gio_52100mod3_300_2h_1_1-01599;8151.541992500001;299.858841;-9.660359;-0.005859
Gio_52100mod3_300_2h_1_1-01600;8157.166016;300.056396;-9.653627;-0.005859
Gio_52100mod3_300_2h_1_1-01601;8162.791748;299.9779815;-9.62266;-0.005859
Gio_52100mod3_300_2h_1_1-01602;8167.292236;300.00297550000005;-9.618621;-0.005859
Gio_52100mod3_300_2h_1_1-01603;8171.791748;300.0119175;-9.619967500000001;-0.005859
Gio_52100mod3_300_2h_1_1-01604;8178.541992;299.9531405;-9.6172745;-0.005859
Gio_52100mod3_300_2h_1_1-01605;8183.041748;299.978592;-9.597079;-0.005859
Gio_52100mod3_300_2h_1_1-01606;8187.5422364999995;299.9969635;-9.589000500000001;-0.005859
Gio_52100mod3_300_2h_1_1-01607;8193.166016;299.944641;-9.580922;-0.005859
