Image;Time(s);Temperature(oC);Change_in_Length(micrometer);Force(N)
Gio_52100mod3_300_2h_1_1-00965;4906.1628415;865.018555;95.3810655;-0.005859
Gio_52100mod3_300_2h_1_1-00966;4911.663086;864.962158;95.343353;-0.005859
Gio_52100mod3_300_2h_1_1-00967;4916.662109;864.998779;95.351448;-0.005859
Gio_52100mod3_300_2h_1_1-00968;4921.663086;865.01178;95.335289;-0.005859
Gio_52100mod3_300_2h_1_1-00969;4926.662109;865.022766;95.324516;-0.005859
Gio_52100mod3_300_2h_1_1-00970;4932.1628415;865.0053405;95.31913;-0.005859
Gio_52100mod3_300_2h_1_1-00971;4937.1625975;864.988739;95.302971;-0.005859
Gio_52100mod3_300_2h_1_1-00972;4942.1625975;864.9995725;95.26931400000001;-0.005859
Gio_52100mod3_300_2h_1_1-00973;4947.663574;865.018982;95.300285;-0.005859
Gio_52100mod3_300_2h_1_1-00974;4952.662598;865.015015;95.286819;-0.005859
Gio_52100mod3_300_2h_1_1-00975;4957.663574;865.07196;95.235664;-0.005859
Gio_52100mod3_300_2h_1_1-00976;4962.663086;865.022156;95.254501;-0.005859
Gio_52100mod3_300_2h_1_1-00977;4968.1633305;865.004486;95.228924;-0.005859
Gio_52100mod3_300_2h_1_1-00978;4973.1633305;864.9641415;95.2329635;-0.005859
Gio_52100mod3_300_2h_1_1-00979;4978.1635745;864.9486085;95.2100715;-0.005859
Gio_52100mod3_300_2h_1_1-00980;4983.664063;865.046692;95.211418;-0.005859
Gio_52100mod3_300_2h_1_1-00981;4988.662598;865.038757;95.211418;-0.005859
Gio_52100mod3_300_2h_1_1-00982;4993.662109;865.05658;95.19796;-0.005859
Gio_52100mod3_300_2h_1_1-00983;4998.662598;865.053528;95.144104;-0.005859
Gio_52100mod3_300_2h_1_1-00984;5004.1630860000005;864.9557495;95.129288;-0.005859
Gio_52100mod3_300_2h_1_1-00985;5009.1630860000005;864.887207;95.14410000000001;-0.005859
Gio_52100mod3_300_2h_1_1-00986;5014.1625975;864.941101;95.09832349999999;-0.005859
Gio_52100mod3_300_2h_1_1-00987;5019.663086;864.956848;95.1064;-0.005859
Gio_52100mod3_300_2h_1_1-00988;5024.662598;865.041565;95.09832;-0.005859
Gio_52100mod3_300_2h_1_1-00989;5029.1633305;864.974426;95.07677849999999;-0.005859
Gio_52100mod3_300_2h_1_1-00990;5034.1635745;864.9454955;95.0552405;-0.005859
Gio_52100mod3_300_2h_1_1-00991;5039.1625975;864.9701845;95.04042799999999;-0.005859
Gio_52100mod3_300_2h_1_1-00992;5044.1628415;864.926514;95.0417745;-0.005859
Gio_52100mod3_300_2h_1_1-00993;5049.1625975;864.966217;95.010807;-0.005859
Gio_52100mod3_300_2h_1_1-00994;5054.663086;865.016907;94.985229;-0.005859
Gio_52100mod3_300_2h_1_1-00995;5059.662109;864.98877;94.987907;-0.005859
Gio_52100mod3_300_2h_1_1-00996;5064.663574;865.001343;95.001381;-0.005859
Gio_52100mod3_300_2h_1_1-00997;5069.662598;864.96521;94.982536;-0.005859
Gio_52100mod3_300_2h_1_1-00998;5075.163329999999;865.038483;94.97176350000001;-0.005859
Gio_52100mod3_300_2h_1_1-00999;5080.1623535;864.9757995;94.9475285;-0.005859
Gio_52100mod3_300_2h_1_1-01000;5085.1625975;865.0346375;94.94213450000001;-0.005859
Gio_52100mod3_300_2h_1_1-01001;5090.662598;864.955383;94.915215;-0.005859
Gio_52100mod3_300_2h_1_1-01002;5095.663086;864.847412;94.923279;-0.005859
Gio_52100mod3_300_2h_1_1-01003;5100.662109;865.040466;94.899055;-0.005859
Gio_52100mod3_300_2h_1_1-01004;5106.1625975;864.96637;94.872131;-0.005859
Gio_52100mod3_300_2h_1_1-01005;5111.1625975;864.9825129999999;94.888283;-0.005859
Gio_52100mod3_300_2h_1_1-01006;5116.1628415;865.0573425;94.8505935;-0.005859
Gio_52100mod3_300_2h_1_1-01007;5121.1628415;864.9364929999999;94.82097250000001;-0.005859
Gio_52100mod3_300_2h_1_1-01008;5126.662109;864.95459;94.810196;-0.005859
Gio_52100mod3_300_2h_1_1-01009;5131.663086;865.025879;94.810196;-0.005859
Gio_52100mod3_300_2h_1_1-01010;5136.662109;864.935242;94.818275;-0.005859
Gio_52100mod3_300_2h_1_1-01011;5142.1625975;865.014069;94.7711525;-0.005859
Gio_52100mod3_300_2h_1_1-01012;5147.1633305;865.091278;94.79673;-0.005859
Gio_52100mod3_300_2h_1_1-01013;5152.1625975;865.0231934999999;94.7792285;-0.005859
Gio_52100mod3_300_2h_1_1-01014;5157.663086;864.963013;94.753647;-0.005859
Gio_52100mod3_300_2h_1_1-01015;5162.664063;864.999756;94.769806;-0.005859
Gio_52100mod3_300_2h_1_1-01016;5167.662598;864.937073;94.750961;-0.005859
Gio_52100mod3_300_2h_1_1-01017;5172.664063;865.08374;94.710564;-0.005859
Gio_52100mod3_300_2h_1_1-01018;5178.1625975;864.889221;94.6809425;-0.005859
Gio_52100mod3_300_2h_1_1-01019;5183.1630860000005;864.9197385;94.702484;-0.005859
Gio_52100mod3_300_2h_1_1-01020;5188.1628415;864.9606934999999;94.69575499999999;-0.005859
Gio_52100mod3_300_2h_1_1-01021;5193.663574;864.981384;94.710564;-0.005859
Gio_52100mod3_300_2h_1_1-01022;5198.662598;865.062134;94.678246;-0.005859
Gio_52100mod3_300_2h_1_1-01023;5203.663574;864.940063;94.648628;-0.005859
Gio_52100mod3_300_2h_1_1-01024;5208.662109;864.908875;94.62439;-0.005859
Gio_52100mod3_300_2h_1_1-01025;5213.1628415;865.079407;94.61631750000001;-0.005859
Gio_52100mod3_300_2h_1_1-01026;5218.1628415;865.0164185;94.608238;-0.005859
Gio_52100mod3_300_2h_1_1-01027;5223.1625975;865.004517;94.58938599999999;-0.005859
Gio_52100mod3_300_2h_1_1-01028;5228.664063;865.048218;94.581306;-0.005859
Gio_52100mod3_300_2h_1_1-01029;5233.663086;864.901001;94.570541;-0.005859
Gio_52100mod3_300_2h_1_1-01030;5238.664063;865.107727;94.562462;-0.005859
Gio_52100mod3_300_2h_1_1-01031;5243.662598;865.050049;94.554382;-0.005859
Gio_52100mod3_300_2h_1_1-01032;5249.1625975;865.0341794999999;94.54226299999999;-0.005859
Gio_52100mod3_300_2h_1_1-01033;5254.1625975;865.0005495;94.54226299999999;-0.005859
Gio_52100mod3_300_2h_1_1-01034;5259.1625975;865.0690004999999;94.50591299999999;-0.005859
Gio_52100mod3_300_2h_1_1-01035;5264.662598;864.910889;94.513992;-0.005859
Gio_52100mod3_300_2h_1_1-01036;5269.663574;865.059692;94.484367;-0.005859
Gio_52100mod3_300_2h_1_1-01037;5274.662109;864.881714;94.470894;-0.005859
Gio_52100mod3_300_2h_1_1-01038;5280.1630860000005;865.039032;94.468208;-0.005859
Gio_52100mod3_300_2h_1_1-01039;5285.1630860000005;864.962738;94.44667050000001;-0.005859
Gio_52100mod3_300_2h_1_1-01040;5290.1630860000005;864.9065860000001;94.457447;-0.005859
Gio_52100mod3_300_2h_1_1-01041;5295.1630860000005;864.954895;94.45744300000001;-0.005859
Gio_52100mod3_300_2h_1_1-01042;5300.662598;865.035034;94.446671;-0.005859
Gio_52100mod3_300_2h_1_1-01043;5305.664063;864.96106;94.417046;-0.005859
Gio_52100mod3_300_2h_1_1-01044;5310.663574;865.005615;94.384735;-0.005859
Gio_52100mod3_300_2h_1_1-01045;5315.662598;865.102417;94.392815;-0.005859
Gio_52100mod3_300_2h_1_1-01046;5321.1630860000005;864.970032;94.36858000000001;-0.005859
Gio_52100mod3_300_2h_1_1-01047;5326.1630860000005;865.0672609999999;94.3712695;-0.005859
Gio_52100mod3_300_2h_1_1-01048;5331.1630860000005;865.0138545;94.34838450000001;-0.005859
Gio_52100mod3_300_2h_1_1-01049;5336.664063;865.068726;94.312027;-0.005859
Gio_52100mod3_300_2h_1_1-01050;5341.662598;864.911926;94.333572;-0.005859
Gio_52100mod3_300_2h_1_1-01051;5346.663574;864.852173;94.333572;-0.005859
Gio_52100mod3_300_2h_1_1-01052;5352.1625975;864.91922;94.314724;-0.005859
Gio_52100mod3_300_2h_1_1-01053;5357.1630860000005;865.0821840000001;94.289143;-0.005859
Gio_52100mod3_300_2h_1_1-01054;5362.1630860000005;864.9351805;94.28241;-0.005859
Gio_52100mod3_300_2h_1_1-01055;5367.1628415;865.088806;94.2756765;-0.005859
Gio_52100mod3_300_2h_1_1-01056;5372.663574;864.990845;94.25547;-0.005859
Gio_52100mod3_300_2h_1_1-01057;5377.663574;865.159302;94.24472;-0.005859
Gio_52100mod3_300_2h_1_1-01058;5382.662598;864.866455;94.215088;-0.005859
Gio_52100mod3_300_2h_1_1-01059;5388.1628415;865.0079955;94.2366255;-0.005859
Gio_52100mod3_300_2h_1_1-01060;5393.1625975;864.9208065;94.1921995;-0.005859
Gio_52100mod3_300_2h_1_1-01061;5398.1625975;865.0082090000001;94.228554;-0.005859
Gio_52100mod3_300_2h_1_1-01062;5403.1625975;864.8831175;94.190853;-0.005859
Gio_52100mod3_300_2h_1_1-01063;5408.662109;864.992493;94.225861;-0.005859
Gio_52100mod3_300_2h_1_1-01064;5413.662598;865.193237;94.147774;-0.005859
Gio_52100mod3_300_2h_1_1-01065;5418.664063;864.994019;94.150467;-0.005859
Gio_52100mod3_300_2h_1_1-01066;5424.1625975;865.0465395;94.154503;-0.005859
Gio_52100mod3_300_2h_1_1-01067;5429.1625975;864.9732664999999;94.14912050000001;-0.005859
Gio_52100mod3_300_2h_1_1-01068;5434.1628415;864.9685365;94.14238750000001;-0.005859
Gio_52100mod3_300_2h_1_1-01069;5439.663086;865.056519;94.110069;-0.005859
Gio_52100mod3_300_2h_1_1-01070;5444.662109;864.961548;94.118149;-0.005859
Gio_52100mod3_300_2h_1_1-01071;5449.662598;864.979248;94.072365;-0.005859
Gio_52100mod3_300_2h_1_1-01072;5454.663574;865.072021;94.085838;-0.005859
Gio_52100mod3_300_2h_1_1-01073;5460.1630860000005;864.9581909999999;94.076412;-0.005859
Gio_52100mod3_300_2h_1_1-01074;5465.1630860000005;864.972931;94.05487049999999;-0.005859
Gio_52100mod3_300_2h_1_1-01075;5470.1630860000005;864.9710695;94.046791;-0.005859
Gio_52100mod3_300_2h_1_1-01076;5475.1630860000005;864.9370115;94.0319825;-0.005859
Gio_52100mod3_300_2h_1_1-01077;5480.663086;865.046631;94.007759;-0.005859
Gio_52100mod3_300_2h_1_1-01078;5485.662598;864.899902;94.042755;-0.005859
Gio_52100mod3_300_2h_1_1-01079;5490.663574;864.895569;93.999664;-0.005859
Gio_52100mod3_300_2h_1_1-01080;5496.1625975;865.0414734999999;93.9687005;-0.005859
Gio_52100mod3_300_2h_1_1-01081;5501.1625975;864.879181;93.9687005;-0.005859
Gio_52100mod3_300_2h_1_1-01082;5506.1628415;865.0767519999999;93.95792800000001;-0.005859
Gio_52100mod3_300_2h_1_1-01083;5511.1630860000005;864.98465;93.961967;-0.005859
Gio_52100mod3_300_2h_1_1-01084;5516.664063;865.093872;93.93235;-0.005859
Gio_52100mod3_300_2h_1_1-01085;5521.662598;865.179993;93.948502;-0.005859
Gio_52100mod3_300_2h_1_1-01086;5526.664063;865.083618;93.932335;-0.005859
Gio_52100mod3_300_2h_1_1-01087;5532.1625975;864.965942;93.92696000000001;-0.005859
Gio_52100mod3_300_2h_1_1-01088;5537.1625975;864.9587705;93.902729;-0.005859
Gio_52100mod3_300_2h_1_1-01089;5542.1625975;864.994385;93.89868899999999;-0.005859
Gio_52100mod3_300_2h_1_1-01090;5547.1633305;865.0133975;93.895996;-0.005859
Gio_52100mod3_300_2h_1_1-01091;5552.663574;865.012695;93.905418;-0.005859
Gio_52100mod3_300_2h_1_1-01092;5557.662109;864.943481;93.89196;-0.005859
Gio_52100mod3_300_2h_1_1-01093;5562.664063;865.035889;93.875801;-0.005859
Gio_52100mod3_300_2h_1_1-01094;5567.662598;865.033081;93.883881;-0.005859
Gio_52100mod3_300_2h_1_1-01095;5573.1633305;865.0788575;93.8381005;-0.005859
Gio_52100mod3_300_2h_1_1-01096;5578.1635745;865.03186;93.8205985;-0.005859
Gio_52100mod3_300_2h_1_1-01097;5583.1625975;864.9762575;93.832714;-0.005859
Gio_52100mod3_300_2h_1_1-01098;5588.1633305;865.0142215;93.7748145;-0.005859
Gio_52100mod3_300_2h_1_1-01099;5593.663086;865.002014;93.803108;-0.005859
Gio_52100mod3_300_2h_1_1-01100;5598.664063;865.022827;93.746544;-0.005859
Gio_52100mod3_300_2h_1_1-01101;5603.662598;865.009094;93.784248;-0.005859
Gio_52100mod3_300_2h_1_1-01102;5609.1630860000005;865.037506;93.75461949999999;-0.005859
Gio_52100mod3_300_2h_1_1-01103;5614.1630860000005;864.9900514999999;93.7707825;-0.005859
Gio_52100mod3_300_2h_1_1-01104;5619.1635745;865.0830384999999;93.7357785;-0.005859
Gio_52100mod3_300_2h_1_1-01105;5624.1635745;864.9970705000001;93.7034605;-0.005859
Gio_52100mod3_300_2h_1_1-01106;5629.662598;865.067627;93.733086;-0.005859
Gio_52100mod3_300_2h_1_1-01107;5634.663574;864.972778;93.71962;-0.005859
Gio_52100mod3_300_2h_1_1-01108;5639.662598;865.108948;93.687302;-0.005859
Gio_52100mod3_300_2h_1_1-01109;5644.663574;865.041992;93.703461;-0.005859
Gio_52100mod3_300_2h_1_1-01110;5650.1630860000005;864.969635;93.67519;-0.005859
Gio_52100mod3_300_2h_1_1-01111;5655.1630860000005;864.983978;93.6469155;-0.005859
Gio_52100mod3_300_2h_1_1-01112;5660.1630860000005;865.057922;93.65768449999999;-0.005859
Gio_52100mod3_300_2h_1_1-01113;5665.662598;865.068726;93.628067;-0.005859
Gio_52100mod3_300_2h_1_1-01114;5670.663574;864.849304;93.65229;-0.005859
Gio_52100mod3_300_2h_1_1-01115;5675.662598;865.115662;93.609215;-0.005859
Gio_52100mod3_300_2h_1_1-01116;5680.663574;865.002625;93.603828;-0.005859
Gio_52100mod3_300_2h_1_1-01117;5686.1630860000005;865.027649;93.5836295;-0.005859
Gio_52100mod3_300_2h_1_1-01118;5691.1625975;864.9162289999999;93.56477699999999;-0.005859
Gio_52100mod3_300_2h_1_1-01119;5696.1625975;864.9944760000001;93.5769005;-0.005859
Gio_52100mod3_300_2h_1_1-01120;5701.663574;864.948303;93.549973;-0.005859
Gio_52100mod3_300_2h_1_1-01121;5706.663574;864.95697;93.541893;-0.005859
Gio_52100mod3_300_2h_1_1-01122;5711.662598;864.901855;93.501495;-0.005859
Gio_52100mod3_300_2h_1_1-01123;5716.664063;865.159912;93.514969;-0.005859
Gio_52100mod3_300_2h_1_1-01124;5722.1635745;865.0050355;93.50688149999999;-0.005859
Gio_52100mod3_300_2h_1_1-01125;5728.755370999999;864.7382809999999;93.4287985;-0.005859
Gio_52100mod3_300_2h_1_1-01126;5732.7880860000005;741.6827695;63.759712;-0.005859
Gio_52100mod3_300_2h_1_1-01127;5737.938964999999;587.8966065;26.5414155;-0.005859
Gio_52100mod3_300_2h_1_1-01128;5743.0712895;434.521164;-9.131227500000001;-0.005859
Gio_52100mod3_300_2h_1_1-01129;5748.229492;284.037354;-44.008148;-0.005859
Gio_52100mod3_300_2h_1_1-01130;5753.36377;151.610275;-73.747238;-0.005859
Gio_52100mod3_300_2h_1_1-01131;5758.4157715;113.4728815;-75.07613;-0.005859
Gio_52100mod3_300_2h_1_1-01132;5763.4150389999995;108.893757;-73.3433225;-0.005859
Gio_52100mod3_300_2h_1_1-01133;5768.4155275;103.7494355;-71.652256;-0.005859
Gio_52100mod3_300_2h_1_1-01134;5773.9150389999995;98.28867349999999;-69.7928845;-0.005859
Gio_52100mod3_300_2h_1_1-01135;5778.9150389999995;93.227993;-68.122013;-0.005859
Gio_52100mod3_300_2h_1_1-01136;5783.9160155;88.78515999999999;-66.44575900000001;-0.005859
Gio_52100mod3_300_2h_1_1-01137;5788.914551;84.5578115;-64.772194;-0.005859
Gio_52100mod3_300_2h_1_1-01138;5794.415283;80.395573;-62.756651000000005;-0.005859
Gio_52100mod3_300_2h_1_1-01139;5799.4152835;76.63175949999999;-61.126171;-0.005859
Gio_52100mod3_300_2h_1_1-01140;5804.414795000001;72.8740425;-59.564356000000004;-0.005859
Gio_52100mod3_300_2h_1_1-01141;5809.914795000001;69.05334450000001;-58.1196785;-0.005859
Gio_52100mod3_300_2h_1_1-01142;5814.9152835;65.9235725;-56.940239000000005;-0.005859
Gio_52100mod3_300_2h_1_1-01143;5820.1911625;62.997671;-55.863125;-0.005859
Gio_52100mod3_300_2h_1_1-01144;5825.316895;110.825996;-48.381229;-0.005859
Gio_52100mod3_300_2h_1_1-01145;5830.466309;162.77626;-41.272282;-0.005859
Gio_52100mod3_300_2h_1_1-01146;5835.564941;213.856644;-35.372395;-0.005859
Gio_52100mod3_300_2h_1_1-01147;5840.71582;265.507965;-28.021097;-0.005859
Gio_52100mod3_300_2h_1_1-01148;5845.291016;300.853195;-21.9098275;-0.005859
Gio_52100mod3_300_2h_1_1-01149;5849.7924805;300.694748;-21.934062;-0.005859
Gio_52100mod3_300_2h_1_1-01150;5854.291748;300.229416;-22.0363885;-0.005859
Gio_52100mod3_300_2h_1_1-01151;5861.04126;300.08547999999996;-21.9959965;-0.005859
Gio_52100mod3_300_2h_1_1-01152;5865.541748;299.954651;-21.909827;-0.005859
Gio_52100mod3_300_2h_1_1-01153;5870.042236;300.042679;-21.799422999999997;-0.005859
Gio_52100mod3_300_2h_1_1-01154;5875.666992;299.931305;-21.706522;-0.005859
Gio_52100mod3_300_2h_1_1-01155;5881.291504000001;300.09286499999996;-21.6109285;-0.005859
Gio_52100mod3_300_2h_1_1-01156;5885.791748;300.07142650000003;-21.542262;-0.005859
Gio_52100mod3_300_2h_1_1-01157;5890.291992;299.94059749999997;-21.507255999999998;-0.005859
Gio_52100mod3_300_2h_1_1-01158;5897.041748;299.93368499999997;-21.418394;-0.005859
Gio_52100mod3_300_2h_1_1-01159;5901.541748;300.03938300000004;-21.329532999999998;-0.005859
Gio_52100mod3_300_2h_1_1-01160;5906.041992;299.9571075;-21.2608665;-0.005859
Gio_52100mod3_300_2h_1_1-01161;5910.541504000001;300.1073305;-21.184122000000002;-0.005859
Gio_52100mod3_300_2h_1_1-01162;5917.29126;299.953537;-21.100646;-0.005859
Gio_52100mod3_300_2h_1_1-01163;5921.7924805;299.9774625;-21.0494835;-0.005859
Gio_52100mod3_300_2h_1_1-01164;5926.291748;299.9664765;-20.987549;-0.005859
Gio_52100mod3_300_2h_1_1-01165;5933.041504000001;300.1283565;-20.878491;-0.005859
Gio_52100mod3_300_2h_1_1-01166;5937.541992;299.9752195;-20.8071325;-0.005859
Gio_52100mod3_300_2h_1_1-01167;5942.041748;300.08808899999997;-20.782897;-0.005859
Gio_52100mod3_300_2h_1_1-01168;5946.541992;299.9647215;-20.7061535;-0.005859
Gio_52100mod3_300_2h_1_1-01169;5952.166504;299.935669;-20.659029;-0.005859
Gio_52100mod3_300_2h_1_1-01170;5956.666016;299.966492;-20.575554;-0.005859
Gio_52100mod3_300_2h_1_1-01171;5962.2924805;299.986847;-20.5392005;-0.005859
Gio_52100mod3_300_2h_1_1-01172;5966.791748;299.98841849999997;-20.444952999999998;-0.005859
Gio_52100mod3_300_2h_1_1-01173;5971.29126;300.05120850000003;-20.3884045;-0.005859
Gio_52100mod3_300_2h_1_1-01174;5978.04126;300.04830949999996;-20.317045999999998;-0.005859
Gio_52100mod3_300_2h_1_1-01175;5982.542236;300.0664215;-20.2685755;-0.005859
Gio_52100mod3_300_2h_1_1-01176;5987.041748;300.0051725;-20.183754;-0.005859
Gio_52100mod3_300_2h_1_1-01177;5993.791504000001;299.92468299999996;-20.109702;-0.005859
Gio_52100mod3_300_2h_1_1-01178;5998.291748;299.974548;-20.0544995;-0.005859
Gio_52100mod3_300_2h_1_1-01179;6002.792236;300.0744625;-20.03565;-0.005859
Gio_52100mod3_300_2h_1_1-01180;6007.291504000001;300.122757;-19.991219;-0.005859
Gio_52100mod3_300_2h_1_1-01181;6014.041504000001;300.030441;-19.882161;-0.005859
Gio_52100mod3_300_2h_1_1-01182;6018.541748;300.06175199999996;-19.866005;-0.005859
Gio_52100mod3_300_2h_1_1-01183;6023.041992;300.069565;-19.80811;-0.005859
Gio_52100mod3_300_2h_1_1-01184;6029.792236;299.8813325;-19.7852215;-0.005859
Gio_52100mod3_300_2h_1_1-01185;6034.291748;299.9586795;-19.7003985;-0.005859
Gio_52100mod3_300_2h_1_1-01186;6038.7922364999995;299.93186949999995;-19.653274500000002;-0.005859
Gio_52100mod3_300_2h_1_1-01187;6044.416992;299.934784;-19.58461;-0.005859
Gio_52100mod3_300_2h_1_1-01188;6050.041748;300.076935;-19.5294065;-0.005859
Gio_52100mod3_300_2h_1_1-01189;6054.541504000001;300.111603;-19.4768975;-0.005859
Gio_52100mod3_300_2h_1_1-01190;6059.041748;300.1073305;-19.43112;-0.005859
Gio_52100mod3_300_2h_1_1-01191;6065.791992500001;300.04788199999996;-19.3543755;-0.005859
Gio_52100mod3_300_2h_1_1-01192;6070.291992;299.94615150000004;-19.2816715;-0.005859
Gio_52100mod3_300_2h_1_1-01193;6074.791504000001;300.0185855;-19.268207500000003;-0.005859
Gio_52100mod3_300_2h_1_1-01194;6079.291748;299.983719;-19.2224295;-0.005859
Gio_52100mod3_300_2h_1_1-01195;6086.0422364999995;299.9526365;-19.163189;-0.005859
Gio_52100mod3_300_2h_1_1-01196;6090.5424805;300.0311125;-19.099908999999997;-0.005859
Gio_52100mod3_300_2h_1_1-01197;6095.041504000001;300.0145565;-19.0622095;-0.005859
Gio_52100mod3_300_2h_1_1-01198;6101.791992;300.10443150000003;-19.0083535;-0.005859
Gio_52100mod3_300_2h_1_1-01199;6106.291504000001;300.0219575;-18.935648;-0.005859
Gio_52100mod3_300_2h_1_1-01200;6110.791748;300.013443;-18.9248785;-0.005859
Gio_52100mod3_300_2h_1_1-01201;6116.41748;299.982605;-18.841402;-0.005859
Gio_52100mod3_300_2h_1_1-01202;6122.042236;299.9769895;-18.778121;-0.005859
Gio_52100mod3_300_2h_1_1-01203;6126.541504000001;299.9814605;-18.725611;-0.005859
Gio_52100mod3_300_2h_1_1-01204;6131.041748;300.02886950000004;-18.713494;-0.005859
Gio_52100mod3_300_2h_1_1-01205;6137.7924805;300.07782;-18.6327105;-0.005859
Gio_52100mod3_300_2h_1_1-01206;6142.291504000001;299.9417115;-18.577508;-0.005859
Gio_52100mod3_300_2h_1_1-01207;6146.791748;299.98640450000005;-18.535770499999998;-0.005859
Gio_52100mod3_300_2h_1_1-01208;6152.41748;299.940552;-18.502111;-0.005859
Gio_52100mod3_300_2h_1_1-01209;6158.041504000001;300.043411;-18.4549865;-0.005859
Gio_52100mod3_300_2h_1_1-01210;6162.541504000001;299.98350500000004;-18.4051705;-0.005859
Gio_52100mod3_300_2h_1_1-01211;6167.041748;300.0194855;-18.345929499999997;-0.005859
Gio_52100mod3_300_2h_1_1-01212;6173.7924805;299.9499665;-18.29342;-0.005859
Gio_52100mod3_300_2h_1_1-01213;6178.291504000001;300.052567;-18.239564;-0.005859
Gio_52100mod3_300_2h_1_1-01214;6182.791748;300.010315;-18.231486500000003;-0.005859
Gio_52100mod3_300_2h_1_1-01215;6188.416992;300.135925;-18.195133;-0.005859
Gio_52100mod3_300_2h_1_1-01216;6194.041992;300.077576;-18.1210825;-0.005859
Gio_52100mod3_300_2h_1_1-01217;6198.5422364999995;299.958893;-18.0860755;-0.005859
Gio_52100mod3_300_2h_1_1-01218;6203.042236;300.034256;-18.059148;-0.005859
Gio_52100mod3_300_2h_1_1-01219;6208.666992;299.951294;-17.985096;-0.005859
Gio_52100mod3_300_2h_1_1-01220;6213.166504;300.120728;-17.955475;-0.005859
Gio_52100mod3_300_2h_1_1-01221;6218.791748;299.992218;-17.8962335;-0.005859
Gio_52100mod3_300_2h_1_1-01222;6223.292236;299.94993550000004;-17.870653500000003;-0.005859
Gio_52100mod3_300_2h_1_1-01223;6227.79126;300.1046295;-17.8464185;-0.005859
Gio_52100mod3_300_2h_1_1-01224;6234.54126;300.0047145;-17.777752;-0.005859
Gio_52100mod3_300_2h_1_1-01225;6239.041748;300.0071565;-17.733321;-0.005859
Gio_52100mod3_300_2h_1_1-01226;6243.541748;300.05120850000003;-17.694276000000002;-0.005859
Gio_52100mod3_300_2h_1_1-01227;6249.166504;299.904358;-17.659269;-0.005859
Gio_52100mod3_300_2h_1_1-01228;6254.79126;300.03311199999996;-17.6283025;-0.005859
Gio_52100mod3_300_2h_1_1-01229;6259.291748;299.9358825;-17.570408;-0.005859
Gio_52100mod3_300_2h_1_1-01230;6263.791504;299.999573;-17.5555975;-0.005859
Gio_52100mod3_300_2h_1_1-01231;6270.541748;300.0963745;-17.47616;-0.005859
Gio_52100mod3_300_2h_1_1-01232;6275.041992;300.0141145;-17.4411535;-0.005859
Gio_52100mod3_300_2h_1_1-01233;6279.5422364999995;300.001129;-17.399416000000002;-0.005859
Gio_52100mod3_300_2h_1_1-01234;6285.166016;299.960236;-17.34152;-0.005859
Gio_52100mod3_300_2h_1_1-01235;6290.7924805;300.1251985;-17.2593915;-0.005859
Gio_52100mod3_300_2h_1_1-01236;6295.291748;300.073822;-17.2526595;-0.005859
Gio_52100mod3_300_2h_1_1-01237;6299.791748;299.921356;-17.2297705;-0.005859
